,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,tot_flux,peak_flux,brightest_pix,max_loc,elongation,dist,nx,ny,n_vel,nx_kpc,ny_kpc,file,hi_mass,asymmetry,mos_name
318,319,507.1916390728477,762.3245033112582,2212.292218543046,500,751,2203,515,774,2222,2416,6229.068359375,6229.068359375,16.456228256225586,"[510, 758, 2212]",1.5145132824783916,127.34743033425045,23,19,115.93934671265538,85.20090631701929,70.383354057209,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
319,320,514.2162260050707,1058.83049619703,799.8134733792104,500,1051,794,530,1067,807,2761,1756.549560546875,1756.549560546875,4.863390922546387,"[503, 1059, 798]",3.443174120116869,126.528004198068,16,13,231.8786934253108,58.888812856771935,47.84715927202351,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
320,321,511.1791707798618,1269.7956564659428,722.8104639684107,501,1262,717,523,1279,730,2026,1677.7763671875,1677.7763671875,7.114466190338135,"[506, 1269, 724]",2.902055217513837,126.87914953795772,17,13,170.04437517856124,62.74300912719026,47.97994653213892,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
321,322,509.1964038727524,1382.814661134163,1069.8188105117565,501,1375,1065,518,1391,1076,1446,533.451416015625,533.451416015625,3.425312042236328,"[507, 1385, 1067]",2.8545912101179414,127.1132775044867,16,11,131.39792627434275,59.1612114489271,40.6733313224115,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
322,323,511.1937563624024,868.8031896844249,533.8164234815066,503,857,524,520,881,544,2947,7115.9951171875,7115.9951171875,13.747794151306152,"[514, 867, 536]",1.8621153470011484,126.87914953795772,24,20,131.39792627434275,88.57837299697647,73.81530716652071,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
323,324,517.1915615906887,917.3084384093112,331.3365664403492,506,910,326,530,926,337,2062,615.0322875976562,615.0322875976562,3.602056741714477,"[522, 917, 332]",2.814222899854167,126.1769147781871,16,11,185.50295474024855,58.725408405129805,40.37371674120935,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
324,325,517.2201291711518,1029.3191603875134,1649.315392895587,508,1022,1644,528,1038,1655,1858,641.4419555664062,641.4419555664062,4.206303596496582,"[513, 1031, 1652]",2.124706757260867,126.1769147781871,16,11,154.58579561687384,58.725408405129805,40.37371674120935,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
325,326,521.1758045292014,354.3247914183552,1971.2961859356376,512,347,1966,531,363,1977,1678,648.19677734375,648.19677734375,3.759015083312988,"[526, 355, 1971]",3.0646033650627653,125.70888251527172,16,11,146.85650583603015,58.507576277638016,40.223957159261154,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
326,327,526.1756460797196,1205.813841436706,1754.816907577749,516,1188,1739,537,1224,1772,6849,21696.3984375,21696.3984375,17.069551467895508,"[520, 1211, 1757]",5.348268670958282,125.12398190504165,36,33,162.31508539771752,131.02957851451794,120.1104399589889,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
327,328,529.2021390374332,521.807486631016,1829.8342245989304,520,514,1824,540,530,1836,1870,1089.2850341796875,1089.2850341796875,6.122611045837402,"[526, 522, 1829]",2.9353480587834118,124.77311603166498,16,12,154.58579561687384,58.072050737817655,43.554036677493,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
328,329,530.1804511278195,1665.8176691729325,1125.827694235589,522,1658,1120,539,1675,1132,1596,1173.1422119140625,1173.1422119140625,5.788114547729492,"[530, 1667, 1126]",2.561871578448214,124.65617315303506,17,12,131.39792627434275,61.64372505950343,43.51321590947013,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
329,330,537.4039215686274,815.4441176470589,1032.616339869281,523,808,1026,555,824,1040,3060,1814.3214111328125,1814.3214111328125,6.16847562789917,"[549, 815, 1034]",2.0153345712782365,123.83774672685654,16,14,247.33727298699816,57.63671005342176,50.43212044327155,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
330,331,533.2013786312161,1247.34219596258,115.3259478089611,523,1240,110,544,1256,122,2031,433.2457885742188,433.2457885742188,4.84364652633667,"[525, 1249, 119]",1.6768473822319174,124.30538174771762,16,12,162.31508539771752,57.8543572960484,43.39076660132375,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
331,332,533.1347557551937,515.3116226838855,2019.2768107804604,524,508,2014,543,524,2025,1781,662.2467041015625,662.2467041015625,4.533784866333008,"[540, 518, 2018]",3.3681860914163155,124.30538174771762,16,11,146.85650583603015,57.8543572960484,39.774869126518304,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
332,333,536.211464354528,1139.3212909441231,690.3049132947976,526,1131,685,547,1148,697,2076,1283.89599609375,1283.89599609375,5.690276622772217,"[542, 1138, 690]",1.9488190822292173,123.95464617788473,17,12,162.31508539771752,61.29681295010551,43.26833678343952,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
333,334,550.2000583260426,238.30621172353452,2127.3030037911926,533,230,2121,569,247,2134,3429,1593.8416748046875,1593.8416748046875,4.824852466583252,"[544, 237, 2127]",2.745303173501577,122.31861806298784,17,13,278.2544321103729,60.487780675542496,46.255360127485176,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
334,335,547.1949334478317,281.31515671962217,314.3125805066552,536,274,309,560,290,320,2329,710.7717895507812,710.7717895507812,5.22592830657959,"[545, 279, 316]",1.5631263183687971,122.6690932433997,16,11,185.50295474024855,57.09279397161925,39.251294360909526,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
335,336,559.1895093062606,1441.8015689893862,2139.803107214275,537,1430,2130,582,1455,2151,6501,9417.892578125,9417.892578125,12.252212524414062,"[576, 1445, 2143]",3.3128299690012746,121.26752702856746,25,21,347.81804013796614,88.18825194692128,74.07812779092222,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
336,337,552.1905070118662,863.3091693635383,1271.3201725997842,539,851,1260,567,876,1283,4635,9177.162109375,9177.162109375,13.840250015258787,"[543, 866, 1274]",5.376624177775269,122.0849989213158,25,23,216.42011386362336,88.7827344023954,81.68011343854224,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
337,338,548.1496904895891,1674.312324141812,1635.333145751266,539,1667,1630,558,1683,1642,1777,1419.74609375,1419.74609375,6.2240495681762695,"[552, 1674, 1634]",3.1733742532483618,122.55226198688511,16,12,146.85650583603015,57.03841823049922,42.77881232149348,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
338,339,545.1800219538968,1370.3216245883643,363.3293084522503,541,1362,358,550,1379,370,911,1200.251953125,1200.251953125,12.617969512939451,"[546, 1371, 364]",2.07311295488314,122.90277434802852,17,12,69.56360802759322,60.77665180415175,42.90116422484163,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
339,340,564.124707107524,480.3241343400156,104.30903410570164,543,473,99,587,489,110,3841,353.59332275390625,353.59332275390625,3.825828075408936,"[576, 481, 103]",3.047946760261844,120.68380427727028,16,11,340.0887503571225,56.16879844087496,38.61604745771123,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
340,341,560.1946542707728,1499.28588030215,217.28617083091223,543,1491,211,579,1508,224,3442,1896.2718505859373,1896.2718505859373,4.7789716720581055,"[551, 1500, 216]",2.873050421127322,121.15077009803277,17,13,278.2544321103729,59.91026817020822,45.813732932471154,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
341,342,553.2245657568238,465.817617866005,1639.8294044665013,544,458,1635,563,474,1646,1612,740.341064453125,740.341064453125,5.290228366851807,"[556, 466, 1640]",2.954892530260138,121.96819864258178,16,11,146.85650583603015,56.76658278033803,39.02702417544326,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
342,343,555.1690082644628,778.8309917355372,239.8119834710744,544,770,233,567,789,247,2420,2942.838623046875,2942.838623046875,9.341707229614258,"[549, 777, 241]",2.1674824200568543,121.73461666685384,19,14,177.77366495940493,67.28122117103591,49.575634345152665,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
343,344,563.2356420530433,864.2877313489792,1826.2907842014883,544,852,1819,583,877,1835,5241,7703.50830078125,7703.50830078125,11.32818603515625,"[577, 861, 1825]",1.707866923423477,120.80053644823926,25,16,301.442301452904,87.84864674539755,56.22312806548357,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
344,345,560.2222635889799,546.307148175726,2169.3052866716307,546,539,2164,575,555,2175,2686,717.89404296875,717.89404296875,3.8349437713623047,"[569, 548, 2170]",2.604930875744582,121.15077009803277,16,11,224.14940364446707,56.38613422360289,38.76546580264726,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
345,346,564.2013136288998,1542.304761904762,933.304105090312,549,1534,928,580,1551,940,3045,1320.6287841796875,1320.6287841796875,4.535466194152832,"[575, 1541, 934]",2.1923705827584112,120.68380427727028,17,12,239.60798320615444,59.67934889891045,42.12659749987872,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
346,347,570.2146612439242,196.79714314056145,1948.7771054458883,550,179,1933,591,216,1965,10081,24438.115234375,24438.115234375,17.476377487182617,"[586, 191, 1944]",8.263603063889594,119.98354119611103,37,32,316.9008810145914,129.13670325002406,111.68578653746124,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
347,348,566.1736334405144,1427.3140407288315,374.2890317970704,553,1420,369,581,1436,381,2799,600.9342041015625,600.9342041015625,3.541966438293457,"[575, 1429, 375]",1.6457816489433923,120.45035850082232,16,12,216.42011386362336,56.06014783242999,42.04510954611919,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
348,349,575.0959212376933,1266.282700421941,2012.2894514767927,556,1259,2007,595,1275,2018,3555,737.1658935546875,737.1658935546875,3.938849210739136,"[588, 1266, 2014]",2.8408988463406857,119.40015873998362,16,11,301.442301452904,55.5713626218339,38.20531034776022,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
349,350,571.1658097686376,1310.8464010282776,2101.7718508997427,564,1303,2096,579,1320,2108,1556,1328.046142578125,1328.046142578125,6.314287662506104,"[574, 1310, 2101]",2.079713403242895,119.86685233543513,17,12,115.93934671265538,59.275357988428304,41.84142745708355,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
350,351,586.1370454545455,968.7979545454546,1997.798409090909,567,960,1986,606,978,2011,4400,10788.87109375,10788.87109375,15.532278060913086,"[599, 967, 2001]",3.270817745920159,118.11726137604016,18,25,301.442301452904,61.84606058200995,85.89731365641451,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
351,352,578.1651148355058,890.3320918684047,676.2942271880819,570,883,671,587,899,683,1611,808.1072998046875,808.1072998046875,4.893965721130371,"[574, 891, 675]",3.051470731830887,119.05020346924368,16,12,131.39792627434275,55.408486027221805,41.55636320765253,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
352,353,582.1660079051384,1080.8320158102767,163.82509881422925,577,1073,159,589,1089,170,1012,390.65631103515625,390.65631103515625,5.238940238952637,"[581, 1081, 165]",2.3459543580081488,118.58368298415772,16,11,92.75147737012428,55.19135751314937,37.94405684548741,data/training/TargetBoth/mask_1245mosD.fits,0.0,,1245mosD
0,1,47.47130647130647,557.2478632478633,715.5567765567765,39,552,711,56,563,722,819,450.20513916015625,450.20513916015625,2.9919145107269287,"[46, 559, 716]",1.5321564139179171,249.10638151465767,11,11,131.39792627434275,79.70832464386018,79.70832464386018,data/training/TargetBoth/mask_1245mosE.fits,2900028830186.581,,1245mosE
1,2,46.0,564.9864864864865,379.85855855855857,39,559,365,53,570,389,1110,627.0548095703125,627.0548095703125,3.8168694972991934,"[52, 569, 373]",3.3897204808280463,249.23002186698503,11,24,108.21005693181168,79.74788671883582,173.9954115342957,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
2,3,74.78000716589037,1149.8914367610175,1721.9064851307776,55,1144,1718,95,1157,1727,2791,330.2301025390625,330.2301025390625,3.0532796382904053,"[91, 1148, 1726]",2.9119212769454967,245.7706402078869,13,9,309.1715912337477,92.93932233377872,64.3426061725118,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
3,4,68.68295994568906,845.9192124915139,2057.9131025118804,59,839,2054,79,853,2063,1473,241.76437377929688,241.76437377929688,3.015209436416626,"[60, 847, 2059]",3.030489095860436,246.51149160758172,14,9,154.58579561687384,100.39020867219924,64.53656062452689,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
4,5,80.66041206769684,716.8723325974981,1516.9234731420163,62,711,1513,101,724,1522,2718,197.67257690429688,197.67257690429688,4.959203720092773,"[93, 721, 1515]",3.061790126700529,245.03003113074644,13,9,301.442301452904,92.65925753154906,64.14871516039607,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
5,6,76.68370883882149,1414.9116117850954,1530.9202772963604,69,1408,1526,85,1423,1536,1154,620.2127685546875,620.2127685546875,4.258369445800781,"[75, 1416, 1530]",2.4656251178613022,245.5237435966504,15,10,123.66863649349908,107.1299523308194,71.4199657025175,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
6,7,77.67992424242425,149.91287878787878,2248.882575757576,71,143,2245,85,157,2254,1056,238.4862365722656,238.4862365722656,2.999694347381592,"[74, 150, 2250]",2.5519286825788545,245.40030538642836,14,9,108.21005693181168,99.9376852791201,64.24565273841193,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
7,8,80.66280752532562,701.9117221418235,2005.9146164978288,72,695,2002,91,709,2011,1382,397.4449157714844,397.4449157714844,3.283874273300171,"[78, 708, 2008]",2.7957747348982736,245.03003113074644,14,9,146.85650583603015,99.78689348620432,64.14871516039607,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
8,9,94.6501547987616,697.3925008599931,2069.4258685930517,76,688,2066,114,707,2074,2907,2472.93994140625,2472.93994140625,6.549206256866455,"[80, 699, 2070]",2.2908627177208647,243.3028849819856,19,8,293.7130116720603,134.4705036597964,56.6191546927282,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
9,10,97.72589266623903,1211.3904212101777,405.39362839426985,79,1201,397,118,1223,415,4677,6905.201171875,6905.201171875,11.56368923187256,"[113, 1209, 403]",3.1382459689896334,242.93295365188783,22,18,301.442301452904,155.4659547555898,127.19941178697994,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
10,11,87.68781470292045,1094.8982880161127,334.93454179254786,81,1088,331,95,1103,340,993,103.1727294921875,103.1727294921875,3.101895332336426,"[89, 1096, 336]",2.5519286825788545,244.16629331761703,15,9,108.21005693181168,106.53765285886608,63.92258911906141,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
11,12,93.69493006993008,583.4222027972028,112.39685314685316,87,576,108,101,592,118,1144,690.84521484375,690.84521484375,5.138072490692139,"[96, 585, 113]",1.888905131121697,243.4262088649865,16,10,108.21005693181168,113.29571306478064,70.80981754983466,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
12,13,101.6719289590528,1186.4178589047854,1232.4129255056737,88,1180,1228,116,1194,1238,2027,383.4085083007813,383.4085083007813,4.37105131149292,"[110, 1190, 1235]",2.466315545489747,242.43980593536577,14,10,216.42011386362336,98.73204104838696,70.52288455357784,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
13,14,96.71972581873572,1140.4173648134044,107.44097486671744,89,1134,104,106,1148,112,1313,259.0750732421875,259.0750732421875,5.142937660217285,"[102, 1140, 104]",2.414326301616172,243.05625737598493,14,8,131.39792627434275,98.98308690574824,56.56176184028964,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
14,15,120.65043724887734,480.8747341054124,953.9108957693217,91,473,950,151,490,959,4231,1280.0977783203125,1280.0977783203125,5.97865104675293,"[131, 478, 956]",2.3,240.0988212028361,17,9,463.7573868506215,118.7312697556378,62.85772735942384,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
15,16,103.7016780609074,400.3996270975761,1625.4319453076446,93,394,1621,115,408,1630,1609,394.5052490234375,394.5052490234375,3.3582305908203125,"[105, 402, 1624]",2.196725195929753,242.1932723773411,14,9,170.04437517856124,98.63164185330928,63.406053420481165,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
16,17,112.77139541630405,82.380620829707,2254.410211778358,95,72,2249,131,94,2261,3447,4778.2939453125,4778.2939453125,9.511380195617676,"[100, 84, 2253]",1.5568831748451728,241.08420370735644,22,12,278.2544321103729,154.2828395342486,84.15426803935594,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
17,18,103.70469314079422,119.36967509025273,674.3826714801444,95,113,670,114,127,680,1385,353.5281677246094,353.5281677246094,3.4016175270080566,"[101, 122, 676]",2.6940366138482084,242.1932723773411,14,10,146.85650583603015,98.63164185330928,70.45117084474987,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
18,19,110.6919140225179,1327.3913340156944,1506.4073694984647,97,1318,1499,125,1338,1515,2931,5712.298828125,5712.298828125,12.136297225952148,"[120, 1325, 1508]",2.467633919964321,241.33061642558172,20,16,216.42011386362336,140.40048065431603,112.32037996148604,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
19,20,115.74369323915238,308.8980827447023,491.86579212916246,103,302,488,129,317,497,1982,513.1558837890625,513.1558837890625,3.764120101928711,"[125, 307, 491]",2.423003673891512,240.7146349559408,15,9,200.961534301936,105.0315826502099,63.01894703056973,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
20,21,118.67942345924452,775.8971172962226,841.9110337972166,106,769,837,133,784,848,2012,775.19677734375,775.19677734375,3.3421921730041504,"[112, 781, 839]",3.207549826487936,240.34512658247743,15,11,208.69082408277967,104.8703541928107,76.90492415216804,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
21,22,118.73581395348836,1058.8418604651165,1503.8865116279069,112,1052,1500,126,1067,1509,1075,79.40436553955078,79.40436553955078,2.727353572845459,"[115, 1062, 1504]",2.1168711900961923,240.34512658247743,15,9,108.21005693181168,104.8703541928107,62.92220996005926,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
22,23,128.7549699491447,329.8497457235321,1471.9052242256123,115,323,1468,144,338,1477,2163,120.9571304321289,120.9571304321289,3.3592631816864014,"[122, 329, 1469]",2.708161038591078,239.1138678773312,15,9,224.14940364446707,104.33311618699923,62.59986716966455,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
23,24,122.65105008077543,663.8699515347334,1843.9103392568657,115,657,1840,132,671,1849,1238,304.04644775390625,304.04644775390625,3.702658653259277,"[125, 665, 1844]",2.6513257833533346,239.8525426468811,14,9,131.39792627434275,97.67839482797316,62.79325178121342,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
24,25,127.6567263088138,353.90258449304173,479.8939695162359,118,347,476,138,362,485,1509,45.37498092651367,45.37498092651367,3.0641286373138428,"[122, 356, 479]",2.226827043666628,239.2369635818756,15,9,154.58579561687384,104.38682682519168,62.63209355127111,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
25,26,125.56639566395664,517.9363143631437,739.4186991869918,119,512,734,134,524,746,738,459.29736328125,459.29736328125,4.846230983734131,"[131, 518, 735]",2.0915473309429697,239.48317509777937,12,12,115.93934671265538,83.59540359001784,83.59540359001784,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
26,27,135.69310202395704,729.909541511772,1486.887649731516,119,724,1482,153,737,1493,2421,457.4047546386719,457.4047546386719,3.3154385089874268,"[144, 728, 1486]",2.952117335246085,238.25238555804427,13,11,262.7958525486855,90.09625901385525,76.23529505653111,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
27,28,134.6996336996337,727.8974358974359,1885.902145473574,122,722,1882,148,735,1891,1911,354.7751159667969,354.7751159667969,3.470492362976074,"[139, 724, 1889]",3.232197337927775,238.37543436328744,13,9,200.961534301936,90.14279049769564,62.406545718662464,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
28,29,131.73420836751436,277.91058244462675,434.9105824446268,124,271,431,140,286,440,1219,375.8028259277344,375.8028259277344,3.471442937850952,"[137, 276, 435]",2.316480233009099,238.74462097075855,15,9,123.66863649349908,104.17200181606324,62.50319855102921,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
29,30,149.86826843413422,834.3777961888981,575.3739298536316,124,828,571,176,842,581,3621,428.1471557617188,428.1471557617188,3.8999083042144775,"[149, 837, 574]",2.425621114832879,236.5304052956916,14,10,401.923068603872,96.3254759041993,68.80390949713153,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
30,31,135.71134020618555,1217.9123711340203,710.9129438717067,124,1211,707,148,1225,716,1746,351.920654296875,351.920654296875,3.496711492538452,"[135, 1217, 712]",3.3262570648324403,238.25238555804427,14,9,185.50295474024855,97.02674121536045,62.37433161526483,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
31,32,139.62795817281233,704.3858007705009,244.41662080352228,128,698,241,152,712,249,1817,230.8838806152344,230.8838806152344,3.9004969596862793,"[139, 700, 243]",2.401571489916128,237.7602573087259,14,8,185.50295474024855,96.82632517260168,55.3293266100907,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
32,33,150.95823813150545,264.3338410764153,598.4022594567149,130,250,584,176,283,610,7878,5126.7802734375,5126.7802734375,8.989782333374023,"[136, 264, 601]",1.5839820548175372,236.4074568987405,33,26,355.54732991880985,226.93494264946585,178.79720671427245,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
33,34,145.76511397423192,89.37165510406344,213.3815659068385,133,83,209,160,97,218,2018,90.81880950927734,90.81880950927734,4.1826677322387695,"[156, 88, 211]",2.390044457467606,237.0222657895752,14,9,208.69082408277967,96.5257829052911,62.05228699780898,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
34,35,148.6969976905312,1198.4013856812933,1804.4055427251733,135,1191,1800,163,1206,1810,2165,1056.03564453125,1056.03564453125,5.432899951934815,"[157, 1197, 1805]",2.447986177236552,236.6533603827048,15,10,216.42011386362336,103.25951716660477,68.83967568401346,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
35,36,144.65552523874487,1660.4017735334244,102.39699863574351,135,1654,98,155,1668,108,1466,471.9715881347656,471.9715881347656,4.643730163574219,"[151, 1657, 102]",2.63477168942353,237.14524764229745,14,10,154.58579561687384,96.57586646844334,68.98275989532023,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
36,37,154.74990626171729,1247.4225721784776,2103.3907011623546,137,1240,2099,173,1255,2109,2667,597.00830078125,597.00830078125,3.31734037399292,"[142, 1249, 2100]",2.3532340274418173,235.91573020063623,15,10,278.2544321103729,102.93766525491108,68.62510775044927,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
37,38,149.6272888363851,753.396928529238,1207.4187832250443,139,747,1204,162,761,1212,1693,223.88232421875,223.88232421875,3.477234125137329,"[155, 751, 1206]",2.466203076186505,236.5304052956916,14,8,177.77366495940493,96.3254759041993,55.043127038802,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
38,39,149.7076583210604,187.3858615611193,542.4101620029455,141,180,538,159,195,547,1358,247.61685180664065,247.61685180664065,4.475691795349121,"[150, 188, 542]",2.2904144717189445,236.5304052956916,15,9,139.12721605518644,103.20586788439036,61.92351821556958,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
39,40,149.66838931955212,1504.42721791559,649.3832902670111,142,1498,645,158,1512,654,1161,-2.9180221557617188,-2.9180221557617188,3.1850976943969727,"[153, 1509, 650]",2.764406359389419,236.5304052956916,14,9,123.66863649349908,96.3254759041993,61.92351821556958,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
40,41,161.78960848884012,187.3856567874131,1914.3812660080496,143,180,1910,181,195,1920,2733,597.7052001953125,597.7052001953125,4.144718170166016,"[173, 187, 1915]",2.3197940695272794,235.0554659202519,15,10,293.7130116720603,102.562304118756,68.37486700183521,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
41,42,157.75971223021585,303.39136690647484,396.40575539568346,143,297,392,173,311,402,2085,389.2210693359375,389.2210693359375,4.238096237182617,"[168, 300, 396]",2.779771957062643,235.54700539596024,14,10,231.8786934253108,95.92499266303903,68.51785004690558,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
42,43,158.71156592099,582.386958591147,1752.3821989528797,144,576,1748,174,590,1757,2101,281.5913391113281,281.5913391113281,3.4542396068573,"[152, 581, 1754]",2.47497493315508,235.42411049985392,14,9,231.8786934253108,95.87494451240556,61.633890901668,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
43,44,151.67154471544714,1515.449593495935,90.39756097560976,144,1509,86,160,1523,96,1230,482.52935791015625,482.52935791015625,4.5925397872924805,"[154, 1514, 90]",3.039515415599356,236.28451519130545,14,10,123.66863649349908,96.2253387514492,68.73238296138963,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
44,45,155.6768292682927,646.3789198606272,237.3998257839721,149,639,233,164,655,243,1148,427.1224060058594,427.1224060058594,3.591632604598999,"[153, 648, 237]",2.265984015963923,235.79281524580605,16,10,115.93934671265538,109.74297000879824,68.58935323754676,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
45,46,154.66129032258064,680.3913978494624,1187.3720430107526,149,674,1183,162,688,1192,930,239.1033172607422,239.1033172607422,2.90016508102417,"[161, 681, 1187]",2.8693417457292094,235.91573020063623,14,9,100.480767150968,96.07515345206616,61.76259664441794,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
46,47,158.67574931880108,1706.3987284287011,1531.3851044504995,152,1700,1527,166,1714,1537,1101,762.5506591796875,762.5506591796875,5.361469745635986,"[157, 1705, 1532]",3.0644305071021214,235.42411049985392,14,10,108.21005693181168,95.87494451240556,68.48210136884964,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
47,48,162.7263339070568,1006.3571428571428,1008.3760757314974,155,1000,1004,171,1014,1013,1162,138.31478881835938,138.31478881835938,3.504619836807251,"[167, 1009, 1009]",2.7543372808321123,234.93259776147227,14,9,123.66863649349908,95.67477913249002,61.50521316161038,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
48,49,170.75449101796409,1097.908982035928,1494.9229540918163,155,1091,1491,188,1106,1500,2505,837.3565673828125,837.3565673828125,3.9924521446228023,"[181, 1098, 1496]",2.4741437917267244,233.94989303231472,15,9,255.06656276784184,102.07990690108596,61.24794165302593,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
49,50,179.80156587473002,1226.9025377969765,310.889848812095,156,1219,305,204,1235,318,3704,2347.12158203125,2347.12158203125,5.399385452270508,"[161, 1227, 312]",3.0036347454436103,232.84486111168792,16,13,371.0059094804972,108.37092972084211,88.0513782375241,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
50,51,170.73382624768945,52.88724584103512,1060.9006469500923,157,45,1057,185,61,1066,2164,826.3782958984375,826.3782958984375,4.432366847991943,"[170, 54, 1059]",2.0543828882369444,233.94989303231472,16,9,216.42011386362336,108.88523497987936,61.24794165302593,data/training/TargetBoth/mask_1245mosE.fits,0.0,,1245mosE
